数据时间,地区,线路名称,线路类型,有功值,无功值,电流值,母线名称,母线电压,温度(℃),湿度(%),气压(Pa),10分钟最大风速(m/s),最大风速时风向,雨量(mm)
2019/1/2 23:10,Y地市,学校Y01线,学校,0.158327,-0.018155,8.058694,10千伏Ⅳ段母线,10.457802,3.5,65,1032.1,1.4,94,0
2019/1/2 23:20,Y地市,学校Y01线,学校,0.140871,-0.026418,7.133708,10千伏Ⅳ段母线,10.482957,3.5,66,1032.1,1.4,94,0
2019/1/2 23:30,Y地市,学校Y01线,学校,0.1425,-0.025882,7.209569,10千伏Ⅳ段母线,10.480436,3.4,66,1032.2,1.4,94,0
2019/1/2 23:40,Y地市,学校Y01线,学校,0.1425,-0.025882,7.077741,10千伏Ⅳ段母线,10.480436,3.5,66,1032,1.4,94,0
2019/1/2 23:50,Y地市,学校Y01线,学校,0.128556,-0.024778,8.609807,10千伏Ⅳ段母线,10.515292,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/3 0:00,Y地市,学校Y01线,学校,0.140614,-0.024949,7.390267,10千伏Ⅳ段母线,10.490761,3.5,66,1032,1.8,113,0
2019/1/3 0:10,Y地市,学校Y01线,学校,0.140614,-0.024949,8.619799,10千伏Ⅳ段母线,10.490761,3.5,66,1032,1.2,91,0
2019/1/3 0:20,Y地市,学校Y01线,学校,0.133266,-0.0358,8.619799,10千伏Ⅳ段母线,10.418451,3.5,65,1031.9,1.9,96,0
2019/1/3 0:30,Y地市,学校Y01线,学校,0.133655,-0.027178,8.662986,10千伏Ⅳ段母线,10.421147,3.6,65,1031.9,1.9,96,0
2019/1/3 0:40,Y地市,学校Y01线,学校,0.133655,-0.027178,7.417844,10千伏Ⅳ段母线,10.421147,3.6,65,1031.9,2,97,0
2019/1/3 0:50,Y地市,学校Y01线,学校,0.13995,-0.026762,7.539007,10千伏Ⅳ段母线,10.41592,3.6,65,1031.9,2,135,0
2019/1/3 1:00,Y地市,学校Y01线,学校,0.138132,-0.035017,7.770723,10千伏Ⅳ段母线,10.424277,3.6,65,1031.9,3.1,112,0
2019/1/3 1:10,Y地市,学校Y01线,学校,0.138132,-0.035017,7.770723,10千伏Ⅳ段母线,10.424277,3.6,65,1032.1,1.9,73,0
2019/1/3 1:20,Y地市,学校Y01线,学校,0.12918,-0.027894,7.770723,10千伏Ⅳ段母线,10.437055,3.6,65,1032,2.2,63,0
2019/1/3 1:30,Y地市,学校Y01线,学校,0.119125,-0.02605,6.540599,10千伏Ⅳ段母线,10.426009,3.6,65,1032,2.2,63,0
2019/1/3 1:40,Y地市,学校Y01线,学校,0.119125,-0.02605,7.777611,10千伏Ⅳ段母线,10.426009,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/3 1:50,Y地市,学校Y01线,学校,0.135559,-0.03564,7.777611,10千伏Ⅳ段母线,10.465107,3.7,66,1032,2.2,63,0
2019/1/3 2:00,Y地市,学校Y01线,学校,0.123333,-0.026234,7.777611,10千伏Ⅳ段母线,10.444016,3.7,66,1031.8,2.2,63,0
2019/1/3 2:10,Y地市,学校Y01线,学校,0.123333,-0.026234,7.777611,10千伏Ⅳ段母线,10.444016,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/3 2:20,Y地市,学校Y01线,学校,0.140425,-0.026198,7.777611,10千伏Ⅳ段母线,10.43771,3.7,67,1031.8,1.9,93,0
2019/1/3 2:30,Y地市,学校Y01线,学校,0.134589,-0.026198,7.777611,10千伏Ⅳ段母线,10.450032,3.7,67,1031.9,1.9,93,0
2019/1/3 2:40,Y地市,学校Y01线,学校,0.134589,-0.02677,7.777611,10千伏Ⅳ段母线,10.450032,3.7,68,1031.8,1.9,93,0
2019/1/3 2:50,Y地市,学校Y01线,学校,0.141196,-0.02606,7.840005,10千伏Ⅳ段母线,10.456913,3.7,68,1031.6,2.2,89,0
2019/1/3 3:00,Y地市,学校Y01线,学校,0.145717,-0.02606,7.840005,10千伏Ⅳ段母线,10.456913,3.6,69,1031.7,2.5,67,0
2019/1/3 3:10,Y地市,学校Y01线,学校,0.145717,-0.02564,9.175438,10千伏Ⅳ段母线,10.456372,3.6,69,1031.5,1.7,94,0
2019/1/3 3:20,Y地市,学校Y01线,学校,0.14771,-0.024035,7.967332,10千伏Ⅳ段母线,10.469059,3.6,70,1031.4,1.8,91,0
2019/1/3 3:30,Y地市,学校Y01线,学校,0.134721,-0.024035,8.155864,10千伏Ⅳ段母线,10.471147,3.6,70,1031.2,2,80,0
2019/1/3 3:40,Y地市,学校Y01线,学校,0.134721,-0.024265,8.289317,10千伏Ⅳ段母线,10.471147,3.6,69,1031.2,2,109,0
2019/1/3 3:50,Y地市,学校Y01线,学校,0.155365,-0.022253,8.376019,10千伏Ⅳ段母线,10.474959,3.6,69,1031.1,2.6,103,0
2019/1/3 4:00,Y地市,学校Y01线,学校,0.1437,0,8.224991,10千伏Ⅳ段母线,10.453367,3.5,68,1031.1,2.6,103,0
2019/1/3 4:10,Y地市,学校Y01线,学校,0.1437,0,7.260471,10千伏Ⅳ段母线,10.453367,3.5,68,1031,2.4,97,0
2019/1/3 4:20,Y地市,学校Y01线,学校,0.151522,0,10.122221,10千伏Ⅳ段母线,10.458273,3.5,69,1030.9,2.4,97,0
2019/1/3 4:30,Y地市,学校Y01线,学校,0.177595,0.048362,9.448159,10千伏Ⅳ段母线,10.469642,3.5,69,1031.1,2.4,97,0
2019/1/3 4:40,Y地市,学校Y01线,学校,0.177595,0.048362,8.107042,10千伏Ⅳ段母线,10.469642,3.5,70,1031.1,2.4,97,0
2019/1/3 4:50,Y地市,学校Y01线,学校,0.146651,-0.00368,7.650318,10千伏Ⅳ段母线,10.475079,3.5,70,1031.1,2.4,97,0
2019/1/3 5:00,Y地市,学校Y01线,学校,0.156288,0.012438,8.479173,10千伏Ⅳ段母线,10.481758,3.4,71,1031,2.6,101,0
2019/1/3 5:10,Y地市,学校Y01线,学校,0.153551,0.012438,9.008386,10千伏Ⅳ段母线,10.481758,3.4,71,1030.8,2.2,88,0
2019/1/3 5:20,Y地市,学校Y01线,学校,0.192856,0.048785,11.628464,10千伏Ⅳ段母线,10.459545,3.4,71,1030.9,2.9,99,0
2019/1/3 5:30,Y地市,学校Y01线,学校,0.190948,0.015168,11.222784,10千伏Ⅳ段母线,10.471163,3.4,72,1031.1,2.9,99,0
2019/1/3 5:40,Y地市,学校Y01线,学校,0.190948,0.015168,10.73787,10千伏Ⅳ段母线,10.471163,3.4,72,1031.1,2.9,99,0
2019/1/3 5:50,Y地市,学校Y01线,学校,0.210368,0.025239,10.003101,10千伏Ⅳ段母线,10.46205,3.4,72,1031.1,2.9,99,0
2019/1/3 6:00,Y地市,学校Y01线,学校,0.225193,0.00449,13.623775,10千伏Ⅳ段母线,10.439198,3.4,72,1031.1,2.9,99,0
2019/1/3 6:10,Y地市,学校Y01线,学校,0.225193,0.00449,9.875488,10千伏Ⅳ段母线,10.439198,3.4,73,1031.2,1.7,120,0
2019/1/3 6:20,Y地市,学校Y01线,学校,0.193078,0.014165,11.888198,10千伏Ⅳ段母线,10.424097,3.4,72,1031.3,2.6,119,0
2019/1/3 6:30,Y地市,学校Y01线,学校,0.241836,0.117638,12.531112,10千伏Ⅳ段母线,10.42134,3.4,72,1031.4,2.6,119,0
2019/1/3 6:40,Y地市,学校Y01线,学校,0.241836,0.011807,10.370218,10千伏Ⅳ段母线,10.42134,3.5,72,1031.6,2.6,119,0
2019/1/3 6:50,Y地市,学校Y01线,学校,0.229983,0.014931,11.439598,10千伏Ⅳ段母线,10.411674,3.5,72,1031.6,2.6,119,0
2019/1/3 7:00,Y地市,学校Y01线,学校,0.218191,0,12.465685,10千伏Ⅳ段母线,10.418608,3.5,72,1031.7,2.6,119,0
2019/1/3 7:10,Y地市,学校Y01线,学校,0.22061,0,14.292243,10千伏Ⅳ段母线,10.418608,3.6,72,1031.7,2.4,76,0
2019/1/3 7:20,Y地市,学校Y01线,学校,0.246206,0.00532,14.987515,10千伏Ⅳ段母线,10.394155,3.6,72,1031.8,2.4,76,0
2019/1/3 7:30,Y地市,学校Y01线,学校,0.348005,0.018231,17.709946,10千伏Ⅳ段母线,10.37456,3.7,72,1031.9,2.4,76,0
2019/1/3 7:40,Y地市,学校Y01线,学校,0.348005,0.018231,20.346157,10千伏Ⅳ段母线,10.269037,3.7,72,1031.9,2.9,89,0
2019/1/3 7:50,Y地市,学校Y01线,学校,0.395325,0.026078,18.421089,10千伏Ⅳ段母线,10.227454,3.8,72,1031.9,2.9,89,0
2019/1/3 8:00,Y地市,学校Y01线,学校,0.474737,0.036737,24.095936,10千伏Ⅳ段母线,10.162021,3.8,72,1032.1,2.9,89,0
2019/1/3 8:10,Y地市,学校Y01线,学校,0.334938,0.036737,18.807451,10千伏Ⅳ段母线,10.162021,3.8,72,1032.4,2.8,78,0
2019/1/3 8:20,Y地市,学校Y01线,学校,0.437771,0.025632,27.478342,10千伏Ⅳ段母线,10.151362,3.9,72,1032.5,2.8,78,0
2019/1/3 8:30,Y地市,学校Y01线,学校,0.483004,0.024685,27.25598,10千伏Ⅳ段母线,10.245138,4,72,1032.6,2.9,85,0
2019/1/3 8:40,Y地市,学校Y01线,学校,0.449798,0.024685,25.997246,10千伏Ⅳ段母线,10.245138,4.1,70,1032.7,3.1,93,0
2019/1/3 8:50,Y地市,学校Y01线,学校,0.513933,0.027904,29.134638,10千伏Ⅳ段母线,10.267583,4.2,69,1032.7,3.6,113,0
2019/1/3 9:00,Y地市,学校Y01线,学校,0.586643,0.068683,30.314501,10千伏Ⅳ段母线,10.27028,4.3,69,1032.8,3.9,80,0
2019/1/3 9:10,Y地市,学校Y01线,学校,0.471821,0.068683,28.208488,10千伏Ⅳ段母线,10.27028,4.3,69,1033,2.3,75,0
2019/1/3 9:20,Y地市,学校Y01线,学校,0.528779,0.025602,26.593395,10千伏Ⅳ段母线,10.272402,4.4,68,1033.1,2.5,103,0
2019/1/3 9:30,Y地市,学校Y01线,学校,0.38123,0.078829,25.451508,10千伏Ⅳ段母线,10.271113,4.5,68,1033.1,2.9,85,0
2019/1/3 9:40,Y地市,学校Y01线,学校,0.500494,0.078829,29.283203,10千伏Ⅳ段母线,10.271113,4.6,68,1033.1,3,127,0
2019/1/3 9:50,Y地市,学校Y01线,学校,0.540396,0.033883,25.477179,10千伏Ⅳ段母线,10.273462,4.7,68,1032.9,3.4,83,0
2019/1/3 10:00,Y地市,学校Y01线,学校,0.473225,-0.004392,22.820551,10千伏Ⅳ段母线,10.285716,4.7,67,1032.7,3.4,83,0
2019/1/3 10:10,Y地市,学校Y01线,学校,0.465167,-0.004392,30.635956,10千伏Ⅳ段母线,10.285716,4.9,67,1032.6,2.9,87,0
2019/1/3 10:20,Y地市,学校Y01线,学校,0.491169,0.028121,28.909845,10千伏Ⅳ段母线,10.476499,5,67,1032.6,3.2,108,0
2019/1/3 10:30,Y地市,学校Y01线,学校,0.547609,0,30.042269,10千伏Ⅳ段母线,10.52284,5.1,66,1032.5,4.3,89,0
2019/1/3 10:40,Y地市,学校Y01线,学校,0.446744,0.106435,26.240881,10千伏Ⅳ段母线,10.52284,5.1,66,1032.3,4.3,89,0
2019/1/3 10:50,Y地市,学校Y01线,学校,0.481068,0.07309,25.375805,10千伏Ⅳ段母线,10.546485,5.1,66,1032.1,4.8,133,0
2019/1/3 11:00,Y地市,学校Y01线,学校,0.526864,0.020074,24.844326,10千伏Ⅳ段母线,10.423086,5.2,66,1031.9,4.8,133,0
2019/1/3 11:10,Y地市,学校Y01线,学校,0.549557,0.020074,29.65263,10千伏Ⅳ段母线,10.423086,5.4,67,1031.6,3.7,115,0
2019/1/3 11:20,Y地市,学校Y01线,学校,0.524081,0.053736,22.990715,10千伏Ⅳ段母线,10.459178,5.6,66,1031.4,3.7,115,0
2019/1/3 11:30,Y地市,学校Y01线,学校,0.510992,0.065299,22.540686,10千伏Ⅳ段母线,10.531226,5.7,66,1031.3,4.8,131,0
2019/1/3 11:40,Y地市,学校Y01线,学校,0.396745,-0.036944,18.16214,10千伏Ⅳ段母线,10.531226,5.7,65,1031,4.9,134,0
2019/1/3 11:50,Y地市,学校Y01线,学校,0.314836,-0.01112,18.533859,10千伏Ⅳ段母线,10.584955,5.7,66,1030.8,4.9,134,0
2019/1/3 12:00,Y地市,学校Y01线,学校,0.334893,0.025626,16.854422,10千伏Ⅳ段母线,10.557799,5.7,66,1030.5,4.9,134,0
2019/1/3 12:10,Y地市,学校Y01线,学校,0.334893,0.025626,18.874495,10千伏Ⅳ段母线,10.557799,5.8,66,1030.3,3.8,134,0
2019/1/3 12:20,Y地市,学校Y01线,学校,0.338209,0.007205,19.89683,10千伏Ⅳ段母线,10.465691,5.8,67,1030.1,3.8,134,0
2019/1/3 12:30,Y地市,学校Y01线,学校,0.484333,0.035982,24.578558,10千伏Ⅳ段母线,10.4116,5.8,67,1030,3.9,127,0
2019/1/3 12:40,Y地市,学校Y01线,学校,0.585721,0.035982,27.430395,10千伏Ⅳ段母线,10.306194,5.8,67,1029.9,3.9,127,0
2019/1/3 12:50,Y地市,学校Y01线,学校,0.444658,0.009878,24.766338,10千伏Ⅳ段母线,10.341394,5.9,68,1029.7,3.9,127,0
2019/1/3 13:00,Y地市,学校Y01线,学校,0.441817,0.026933,26.913485,10千伏Ⅳ段母线,10.345109,5.9,67,1029.6,3.9,127,0
2019/1/3 13:10,Y地市,学校Y01线,学校,0.441817,0.026933,21.644819,10千伏Ⅳ段母线,10.345109,5.9,68,1029.5,3.5,139,0
2019/1/3 13:20,Y地市,学校Y01线,学校,0.453257,0.045506,27.997429,10千伏Ⅳ段母线,10.317126,6,68,1029.3,3.5,139,0
2019/1/3 13:30,Y地市,学校Y01线,学校,0.514525,0.046424,30.037601,10千伏Ⅳ段母线,10.352851,6,68,1029.2,3.7,124,0
2019/1/3 13:40,Y地市,学校Y01线,学校,0.550927,0.046424,26.654478,10千伏Ⅳ段母线,10.352851,6.1,67,1029.2,3.7,124,0
2019/1/3 13:50,Y地市,学校Y01线,学校,0.40248,0.023596,22.857269,10千伏Ⅳ段母线,10.36007,6.2,68,1029.1,3.7,124,0
2019/1/3 14:00,Y地市,学校Y01线,学校,0.486665,0.003234,25.851015,10千伏Ⅳ段母线,10.37851,6.2,68,1029,3.7,124,0
2019/1/3 14:10,Y地市,学校Y01线,学校,0.486665,0.003234,26.232,10千伏Ⅳ段母线,10.37851,6.2,67,1028.9,3.1,111,0
2019/1/3 14:20,Y地市,学校Y01线,学校,0.486316,0.031025,23.179655,10千伏Ⅳ段母线,10.343221,6.3,68,1028.8,3.1,111,0
2019/1/3 14:30,Y地市,学校Y01线,学校,0.470321,0.065367,23.948875,10千伏Ⅳ段母线,10.384722,6.3,68,1028.7,3.1,111,0
2019/1/3 14:40,Y地市,学校Y01线,学校,0.464456,0.065367,25.887589,10千伏Ⅳ段母线,10.384722,6.4,68,1028.7,3.4,130,0
2019/1/3 14:50,Y地市,学校Y01线,学校,0.479424,0.060983,29.656281,10千伏Ⅳ段母线,10.387725,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/3 15:00,Y地市,学校Y01线,学校,0.4645,0.013917,26.220917,10千伏Ⅳ段母线,10.413772,6.4,68,1028.7,3.4,130,0
2019/1/3 15:10,Y地市,学校Y01线,学校,0.4645,0.013917,25.233168,10千伏Ⅳ段母线,10.413772,6.4,69,1028.6,2.4,96,0
2019/1/3 15:20,Y地市,学校Y01线,学校,0.463217,0.029223,24.271799,10千伏Ⅳ段母线,10.395862,6.4,69,1028.5,3.1,80,0
2019/1/3 15:30,Y地市,学校Y01线,学校,0.508915,0.036866,23.824415,10千伏Ⅳ段母线,10.430832,6.4,69,1028.5,3.2,105,0
2019/1/3 15:40,Y地市,学校Y01线,学校,0.508915,0.036866,23.66713,10千伏Ⅳ段母线,10.430832,6.4,69,1028.5,3.2,105,0
2019/1/3 15:50,Y地市,学校Y01线,学校,0.462715,0.030555,24.29739,10千伏Ⅳ段母线,10.405936,6.4,69,1028.6,3.2,105,0
2019/1/3 16:00,Y地市,学校Y01线,学校,0.48184,0.05442,28.340317,10千伏Ⅳ段母线,10.423352,6.4,69,1028.7,3.2,105,0
2019/1/3 16:10,Y地市,学校Y01线,学校,0.48184,0.05442,21.211939,10千伏Ⅳ段母线,10.423352,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/3 16:20,Y地市,学校Y01线,学校,0.4932,0,26.18996,10千伏Ⅳ段母线,10.431572,6.3,69,1028.7,2.9,86,0
2019/1/3 16:30,Y地市,学校Y01线,学校,0.497028,0.043787,24.862247,10千伏Ⅳ段母线,10.466479,6.3,69,1028.7,2.9,90,0
2019/1/3 16:40,Y地市,学校Y01线,学校,0.36971,0.043787,24.627214,10千伏Ⅳ段母线,10.466479,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/3 16:50,Y地市,学校Y01线,学校,0.359182,0.026632,20.705853,10千伏Ⅳ段母线,10.439827,6.3,69,1028.8,2.9,96,0
2019/1/3 17:00,Y地市,学校Y01线,学校,0.347609,0.006277,14.185052,10千伏Ⅳ段母线,10.360453,6.2,69,1028.8,2.9,86,0
2019/1/3 17:10,Y地市,学校Y01线,学校,0.347609,0.013948,16.028526,10千伏Ⅳ段母线,10.360453,6.2,69,1028.9,2.3,94,0
2019/1/3 17:20,Y地市,学校Y01线,学校,0.28139,0.017402,14.703348,10千伏Ⅳ段母线,10.386878,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/3 17:30,Y地市,学校Y01线,学校,0.301731,0.011619,15.015337,10千伏Ⅳ段母线,10.423314,6.2,69,1029,2.8,112,0
2019/1/3 17:40,Y地市,学校Y01线,学校,0.301731,0.011619,12.098189,10千伏Ⅳ段母线,10.423314,6.2,70,1028.8,3,90,0
2019/1/3 17:50,Y地市,学校Y01线,学校,0.25162,0.016306,12.010741,10千伏Ⅳ段母线,10.410402,6.2,70,1028.9,3.8,93,0
2019/1/3 18:00,Y地市,学校Y01线,学校,0.230475,0.022085,10.481224,10千伏Ⅳ段母线,10.434044,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/3 18:10,Y地市,学校Y01线,学校,0.230475,0.022085,12.074885,10千伏Ⅳ段母线,10.434044,6.3,69,1029.1,3.1,87,0
2019/1/3 18:20,Y地市,学校Y01线,学校,0.220842,0,12.249034,10千伏Ⅳ段母线,10.443032,6.3,70,1029.1,3.3,99,0
2019/1/3 18:30,Y地市,学校Y01线,学校,0.227506,0,10.936617,10千伏Ⅳ段母线,10.404762,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/3 18:40,Y地市,学校Y01线,学校,0.227506,0,11.966939,10千伏Ⅳ段母线,10.404762,6.3,70,1029.3,4.1,79,0
2019/1/3 18:50,Y地市,学校Y01线,学校,0.236283,0.007508,11.838271,10千伏Ⅳ段母线,10.42178,6.3,70,1029.1,4.1,79,0
2019/1/3 19:00,Y地市,学校Y01线,学校,0.189086,0.007112,11.709509,10千伏Ⅳ段母线,10.441636,6.3,71,1029.2,4.1,79,0
2019/1/3 19:10,Y地市,学校Y01线,学校,0.189086,0.007112,9.357747,10千伏Ⅳ段母线,10.441636,6.3,71,1029.2,2.7,82,0
2019/1/3 19:20,Y地市,学校Y01线,学校,0.196503,0.003463,12.536582,10千伏Ⅳ段母线,10.42532,6.2,71,1029,3,93,0
2019/1/3 19:30,Y地市,学校Y01线,学校,0.2191,0.003809,9.804075,10千伏Ⅳ段母线,10.432786,6.2,71,1029,3,93,0
2019/1/3 19:40,Y地市,学校Y01线,学校,0.2191,0.003809,11.021101,10千伏Ⅳ段母线,10.432786,6.2,71,1029,3,93,0
2019/1/3 19:50,Y地市,学校Y01线,学校,0.244276,0.007177,10.790977,10千伏Ⅳ段母线,10.452756,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/3 20:00,Y地市,学校Y01线,学校,0.174869,-0.007663,11.260195,10千伏Ⅳ段母线,10.454085,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/3 20:10,Y地市,学校Y01线,学校,0.174869,-0.007663,8.698481,10千伏Ⅳ段母线,10.454085,6.1,72,1028.8,2.9,98,0
2019/1/3 20:20,Y地市,学校Y01线,学校,0.159654,-0.012135,11.397941,10千伏Ⅳ段母线,10.454673,6.2,72,1028.6,3.3,98,0
2019/1/3 20:30,Y地市,学校Y01线,学校,0.171872,-0.009223,10.048893,10千伏Ⅳ段母线,10.445007,6.1,73,1028.6,3.3,98,0
2019/1/3 20:40,Y地市,学校Y01线,学校,0.171872,-0.009223,9.02421,10千伏Ⅳ段母线,10.445007,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/3 20:50,Y地市,学校Y01线,学校,0.166231,-0.011893,9.02421,10千伏Ⅳ段母线,10.42991,6.2,73,1028.7,3.9,93,0
2019/1/3 21:00,Y地市,学校Y01线,学校,0.168627,-0.010833,9.02421,10千伏Ⅳ段母线,10.448722,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/3 21:10,Y地市,学校Y01线,学校,0.168627,-0.010833,10.353686,10千伏Ⅳ段母线,10.448722,6.1,74,1028.6,2.8,88,0
2019/1/3 21:20,Y地市,学校Y01线,学校,0.180033,-0.017729,9.082434,10千伏Ⅳ段母线,10.437586,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/3 21:30,Y地市,学校Y01线,学校,0.154315,-0.019528,9.082434,10千伏Ⅳ段母线,10.431781,6.1,74,1028.5,3.5,93,0
2019/1/3 21:40,Y地市,学校Y01线,学校,0.154315,-0.019528,9.082434,10千伏Ⅳ段母线,10.431781,6.1,75,1028.4,3.5,93,0
2019/1/3 21:50,Y地市,学校Y01线,学校,0.173973,-0.010723,8.370666,10千伏Ⅳ段母线,10.450345,6,75,1028.2,3.5,93,0
2019/1/3 22:00,Y地市,学校Y01线,学校,0.155324,-0.020861,7.055494,10千伏Ⅳ段母线,10.478656,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/3 22:10,Y地市,学校Y01线,学校,0.155324,-0.020861,7.166011,10千伏Ⅳ段母线,10.478656,6,76,1028.2,1.8,98,0
2019/1/3 22:20,Y地市,学校Y01线,学校,0.14236,-0.021288,7.166011,10千伏Ⅳ段母线,10.490983,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/3 22:30,Y地市,学校Y01线,学校,0.133154,-0.0304,7.387874,10千伏Ⅳ段母线,10.485102,6,76,1027.7,1.8,87,0
2019/1/3 22:40,Y地市,学校Y01线,学校,0.133154,-0.0304,7.387874,10千伏Ⅳ段母线,10.485102,6,76,1027.8,2.2,88,0
2019/1/3 22:50,Y地市,学校Y01线,学校,0.143798,-0.021398,8.682922,10千伏Ⅳ段母线,10.506011,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/3 23:00,Y地市,学校Y01线,学校,0.154647,-0.017366,7.305855,10千伏Ⅳ段母线,10.514819,6,77,1027.5,2.8,77,0
2019/1/3 23:10,Y地市,学校Y01线,学校,0.154647,-0.017366,7.252811,10千伏Ⅳ段母线,10.514819,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/3 23:20,Y地市,学校Y01线,学校,0.143167,-0.024471,7.30049,10千伏Ⅳ段母线,10.544547,6.1,77,1026.2,3.5,91,0
2019/1/3 23:30,Y地市,学校Y01线,学校,0.12732,-0.027424,7.742222,10千伏Ⅳ段母线,10.539525,6.2,78,1026,4.8,96,0
2019/1/3 23:40,Y地市,学校Y01线,学校,0.12732,-0.027424,7.115994,10千伏Ⅳ段母线,10.539525,6.2,78,1026.1,4.8,96,0
2019/1/3 23:50,Y地市,学校Y01线,学校,0.130241,-0.024947,7.115994,10千伏Ⅳ段母线,10.530216,NULL,NULL,NULL,NULL,NULL,NULL
